rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,gender,birthDate,lastName,firstName,country_cpi,country_gdp,country_population,country_lat,country_long
1905,1.5,Fashion & Retail,Karl-Johan Persson,48.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,False,M,3/25/1975 0:00,Persson,Karl-Johan,110.51,"$530,832,908,738 ",10285453.0,60.128161,18.643501
1905,1.5,Food & Beverage,Mike Repole,55.0,United States,Windermere,Sports drink,Food & Beverage,United States,True,M,1/21/1968 0:00,Repole,Mike,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Food & Beverage,Duke Reyes,66.0,United States,Palm Beach,Beer distribution,Food & Beverage,United States,False,M,3/23/1957 0:00,Reyes,Duke,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Real Estate,Kishin RK,39.0,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,False,M,5/5/1983 0:00,RK,Kishin,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836
1905,1.5,Finance & Investments,Carlos Rodriguez-Pastor,63.0,Peru,Lima,Finance,Finance & Investments,Peru,False,M,4/11/1959 0:00,Rodriguez-Pastor,Carlos,129.78,"$226,848,050,820 ",32510453.0,-9.189967,-75.015152
1905,1.5,Finance & Investments,Christopher Rokos,52.0,United Kingdom,London,Hedge fund,Finance & Investments,United Kingdom,True,M,9/21/1970 0:00,Rokos,Christopher,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
1905,1.5,Service,John Ruiz,56.0,United States,Coral Gables,Healthcare services,Service,United States,True,M,1/7/1967 0:00,Ruiz,John,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Technology,Sheryl Sandberg,53.0,United States,Menlo Park,Facebook,Technology,United States,True,F,8/28/1969 0:00,Sandberg,Sheryl,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Automotive,Amnon Shashua,62.0,Israel,Kfar Shmaryahu,Automotive technology,Automotive,Israel,True,M,5/26/1960 0:00,Shashua,Amnon,108.15,"$395,098,666,122 ",9053300.0,31.046051,34.851612
1905,1.5,Media & Entertainment,Ben Silbermann,40.0,United States,San Francisco,Social media,Media & Entertainment,United States,True,M,7/14/1982 0:00,Silbermann,Ben,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Fashion & Retail,Ron Sim,64.0,Singapore,Singapore,retail,Fashion & Retail,Singapore,True,M,12/1/1958 0:00,Sim,Ron,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836
1905,1.5,Finance & Investments,Leonid Simanovsky,73.0,Russia,Moscow,Investments,Finance & Investments,Russia,True,M,7/19/1949 0:00,Simanovsky,Leonid,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756
1905,1.5,Healthcare,Basudeo Singh,82.0,India,Mumbai,Pharmaceuticals,Healthcare,India,True,M,11/20/1940 0:00,Singh,Basudeo,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1905,1.5,Technology,Frank Slootman,64.0,United States,Pleasanton,Software,Technology,United States,True,M,10/3/1958 0:00,Slootman,Frank,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Real Estate,Terry Snow,79.0,Australia,Canberra,"Airports, real estate",Real Estate,Australia,True,M,12/23/1943 0:00,Snow,Terry,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136
1905,1.5,Real Estate,Axel Stawski,72.0,United States,Sagaponack,Real estate,Real Estate,United States,True,M,11/14/1950 0:00,Stawski,Axel,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Finance & Investments,Thomas Steyer,65.0,United States,San Francisco,Hedge funds,Finance & Investments,United States,True,M,6/27/1957 0:00,Steyer,Thomas,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Fashion & Retail,Sergei Studennikov & family,56.0,Russia,Moscow,"Liquor stores, supermarkets",Fashion & Retail,Russia,True,M,3/24/1967 0:00,Studennikov,Sergei,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756
1905,1.5,Real Estate,Su Suyu & family,74.0,China,Shantou,"Utilities, real estate",Real Estate,China,True,F,11/24/1948 0:00,Su,Suyu,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Technology,Kevin Systrom,39.0,United States,San Francisco,Instagram,Technology,United States,True,M,12/30/1983 0:00,Systrom,Kevin,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Food & Beverage,Tan Lili,,China,Guangzhou,Feed,Food & Beverage,China,True,F,,Tan,Lili,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Food & Beverage,Tang Binsen,40.0,China,Beijing,Beverages,Food & Beverage,China,True,M,12/12/1982 0:00,Tang,Binsen,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Technology,Tang Rui,,China,Shanghai,Semiconductors,Technology,China,True,M,,Tang,Rui,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Manufacturing,Prachak Tangkaravakoon,79.0,Thailand,Bangkok,Paints,Manufacturing,Thailand,True,M,3/26/1944 0:00,Tangkaravakoon,Prachak,113.27,"$543,649,976,166 ",69625582.0,15.870032,100.992541
1905,1.5,Healthcare,Jeff Tangney,50.0,United States,Palo Alto,Healthcare IT,Healthcare,United States,True,M,8/9/1972 0:00,Tangney,Jeff,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Fashion & Retail,Yuequn Tao,63.0,China,Hefei,Contact Lens,Fashion & Retail,China,True,M,1/1/1960 0:00,Tao,Yuequn,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Telecom,David Teoh,67.0,Australia,Sydney,Telecom,Telecom,Australia,True,M,1/1/1956 0:00,Teoh,David,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136
1905,1.5,Manufacturing,Carmen Thyssen,79.0,Andorra,,"Investments, art",Manufacturing,Spain,False,F,4/23/1943 0:00,Thyssen,Carmen,,"$3,154,057,987 ",77142.0,42.506285,1.521801
1905,1.5,Automotive,Tran Ba Duong & family,63.0,Vietnam,Ho Chi Minh City,Automotive,Automotive,Vietnam,True,M,4/1/1960 0:00,Tran,Ba Duong,163.52,"$261,921,244,843 ",96462106.0,14.058324,108.277199
1905,1.5,Telecom,Kenny Troutt,75.0,United States,Dallas,Telecom,Telecom,United States,True,M,1/8/1948 0:00,Troutt,Kenny,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Gambling & Casinos,Jens von Bahr,52.0,Sweden,Stockholm,Gambling products,Gambling & Casinos,Sweden,True,M,2/22/1971 0:00,von Bahr,Jens,110.51,"$530,832,908,738 ",10285453.0,60.128161,18.643501
1905,1.5,Healthcare,Wang Junmin,54.0,China,Chengdu,Pharmaceuticals,Healthcare,China,True,M,12/12/1968 0:00,Wang,Junmin,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Healthcare,Weng Xianding,61.0,China,Shenzhen,Medical devices,Healthcare,China,True,M,11/28/1961 0:00,Weng,Xianding,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Energy,Farris Wilks,71.0,United States,Cisco,Natural gas,Energy,United States,True,M,2/9/1952 0:00,Wilks,Farris,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Real Estate,Gordon Wu,87.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,True,M,12/3/1935 0:00,Wu,Gordon,,,,,
1905,1.5,Technology,Xiong Wu,47.0,China,Shenzhen,Software,Technology,China,True,M,1/1/1976 0:00,Xiong,Wu,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Media & Entertainment,Xu Zhenhua,,China,Shanghai,Online games,Media & Entertainment,China,True,M,,Xu,Zhenhua,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Technology,Xu Zhihan,50.0,China,Wuxi,Electronics,Technology,China,True,M,11/30/1972 0:00,Xu,Zhihan,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Food & Beverage,Tingdong Yang,62.0,China,Suqian,Brewery,Food & Beverage,China,True,M,5/20/1960 0:00,Yang,Tingdong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Service,Michael Minhong Yu,61.0,China,Beijing,Education,Service,China,True,M,1/1/1962 0:00,Yu,Michael Minhong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Media & Entertainment,Justin Yuan,,China,Shanghai,Online games,Media & Entertainment,China,True,M,,Yuan,Justin,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Service,Zhang Bangxin,43.0,China,Beijing,Education,Service,China,True,M,1/1/1980 0:00,Zhang,Bangxin,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Energy,Zhang Hong,,China,Hangzhou,Solar,Energy,China,True,F,,Zhang,Hong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Fashion & Retail,Zhou Zongwen & family,66.0,China,Shenzhen,Jewelry,Fashion & Retail,China,True,M,3/1/1957 0:00,Zhou,Zongwen,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
2020,1.4,Diversified,Antti Aarnio-Wihuri,83.0,Finland,Helsinki,Diversified,Diversified,Finland,False,M,2/24/1940 0:00,Aarnio-Wihuri,Antti,112.33,"$268,761,201,365 ",5520314.0,61.92411,25.748151
2020,1.4,Finance & Investments,Alberto Alcocer,80.0,Spain,Madrid,Investments,Finance & Investments,Spain,True,M,12/7/1942 0:00,Alcocer,Alberto,110.96,"$1,394,116,310,769 ",47076781.0,40.463667,-3.74922
2020,1.4,Fashion & Retail,Nigel Austin,52.0,Australia,Melbourne,Retail,Fashion & Retail,Australia,True,M,9/25/1970 0:00,Austin,Nigel,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136
2020,1.4,Technology,Binny Bansal,40.0,Singapore,Singapore,Flipkart,Technology,India,True,M,12/3/1982 0:00,Bansal,Binny,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836
2020,1.4,Healthcare,Girdhari Lal Bawri,75.0,India,Mumbai,Pharmaceuticals,Healthcare,India,True,M,8/3/1947 0:00,Bawri,Girdhari Lal,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
2020,1.4,Diversified,John Bloor,79.0,United Kingdom,Aberdyfi,"Real estate, manufacturing",Diversified,United Kingdom,True,M,6/16/1943 0:00,Bloor,John,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
2020,1.4,Energy,Vladimir Bogdanov,71.0,Russia,Surgut,Oil,Energy,Russia,True,M,5/28/1951 0:00,Bogdanov,Vladimir,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756
2020,1.4,Food & Beverage,Amit Burman,53.0,India,Delhi,Consumer goods,Food & Beverage,India,False,M,7/1/1969 0:00,Burman,Amit,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
2020,1.4,Metals & Mining,Cai Jianyong,52.0,China,Ningbo,Nickel,Metals & Mining,China,True,M,1/1/1971 0:00,Cai ,Jianyong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
2020,1.4,Technology,Steve Case,64.0,United States,McLean,AOL,Technology,United States,True,M,8/21/1958 0:00,Case,Steve,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
2020,1.4,Technology,Chen Wenyuan & family,55.0,China,Suzhou,Testing equipment,Technology,China,True,M,1/1/1968 0:00,Chen,Wenyuan,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
2020,1.4,Real Estate,Chua Thian Poh,74.0,Singapore,Singapore,Real estate,Real Estate,Singapore,True,M,7/11/1948 0:00,Chua,Thian Poh,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836
2020,1.4,Finance & Investments,Sasson Dayan & family,83.0,Brazil,Sao Paulo,Banking,Finance & Investments,Brazil,True,M,4/1/1940 0:00,Dayan,Sasson,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528
2020,1.4,Metals & Mining,Chris Ellison,65.0,Australia,Perth,Mining,Metals & Mining,Australia,True,M,6/26/1957 0:00,Ellison,Chris,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136
2020,1.4,Manufacturing,John Farber,97.0,United States,New York,Chemicals,Manufacturing,United States,True,M,8/23/1925 0:00,Farber,John,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
2020,1.4,Finance & Investments,J. Christopher Flowers,65.0,United States,Palm Beach,Investments,Finance & Investments,United States,True,M,10/27/1957 0:00,Flowers,J. Christopher,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
2020,1.4,Fashion & Retail,Reinold Geiger,75.0,Switzerland,Geneva,Beauty products,Fashion & Retail,Austria,True,M,7/10/1947 0:00,Geiger,Reinold,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512
2020,1.4,Technology,Ali Ghodsi,44.0,United States,San Francisco,Data analytics,Technology,Sweden,True,M,12/8/1978 0:00,Ghodsi,Ali,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
2020,1.4,Diversified,Lance Gokongwei,55.0,Philippines,Manila,Diversified,Diversified,Philippines,False,M,12/1/1967 0:00,Gokongwei,Lance,129.61,"$376,795,508,680 ",108116615.0,12.879721,121.774017
2020,1.4,Food & Beverage,Guan Yihong,53.0,China,Guangzhou,Restaurant,Food & Beverage,China,True,M,,Guan,Yihong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
2020,1.4,Manufacturing,Rajinder Gupta,64.0,India,Ludhiana,"Textiles, paper",Manufacturing,India,True,M,1/2/1959 0:00,Gupta,Rajinder,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
2020,1.4,Service,Torstein Hagen,80.0,Switzerland,Lucerne,Cruises,Service,Norway,True,M,2/18/1943 0:00,Hagen,Torstein,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512
2020,1.4,Construction & Engineering,Ayman Hariri,44.0,France,Paris,"Construction, investments",Construction & Engineering,Lebanon,False,M,5/16/1978 0:00,Hariri,Ayman,110.05,"$2,715,518,274,227 ",67059887.0,46.227638,2.213749
2020,1.4,Finance & Investments,Alfredo Harp Helu & family,79.0,Mexico,Mexico City,"Banking, investments",Finance & Investments,Mexico,True,M,3/11/1944 0:00,Harp Helu,Alfredo,141.54,"$1,258,286,717,125 ",126014024.0,23.634501,-102.552784
2020,1.4,Automotive,He Xiaopeng,45.0,China,Guangzhou,Electric vehicles,Automotive,China,True,M,11/3/1977 0:00,He,Xiaopeng,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
2020,1.4,Fashion & Retail,Christoph Henkel,65.0,United Kingdom,London,Consumer goods,Fashion & Retail,Germany,False,M,2/11/1958 0:00,Henkel,Christoph,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
2020,1.4,Fashion & Retail,Daniel Hirschfeld,81.0,United States,Kearney,Fashion retail,Fashion & Retail,United States,False,M,5/31/1941 0:00,Hirschfeld,Daniel,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
2020,1.4,Technology,Drew Houston,40.0,United States,Austin,Cloud storage service,Technology,United States,True,M,3/4/1983 0:00,Houston,Drew,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
2020,1.4,Manufacturing,Huang Jinxiang & family,58.0,China,Xuancheng,Chemicals,Manufacturing,China,True,M,1/27/1965 0:00,Huang,Jinxiang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
2020,1.4,Manufacturing,Rameshchandra Jain,74.0,India,Mumbai,Textiles,Manufacturing,India,True,M,6/22/1948 0:00,Jain,Rameshchandra,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
2020,1.4,Healthcare,Ke Zunhong & family,68.0,China,Chengdu,Pharmaceuticals,Healthcare,China,True,M,7/1/1954 0:00,Ke,Zunhong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
2020,1.4,Media & Entertainment,Kim Taek-jin,56.0,South Korea,Seoul,Online games,Media & Entertainment,South Korea,True,M,3/14/1967 0:00,Kim,Taek-jin,115.16,"$2,029,000,000,000 ",51709098.0,35.907757,127.766922
2020,1.4,Real Estate,Koh Wee Meng,59.0,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,True,M,7/1/1963 0:00,Koh,Wee Meng,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836
2020,1.4,Manufacturing,Sergei Kolesnikov,51.0,Russia,Moscow,Building materials,Manufacturing,Russia,True,M,2/25/1972 0:00,Kolesnikov,Sergei,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756
2020,1.4,Finance & Investments,Hemendra Kothari,76.0,India,Mumbai,Financial services,Finance & Investments,India,False,M,8/26/1946 0:00,Kothari,Hemendra,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
2020,1.4,Finance & Investments,Sebastian Kulczyk,42.0,Switzerland,,Diversified,Finance & Investments,Poland,False,M,11/16/1980 0:00,Kulczyk,Sebastian,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512
2020,1.4,Real Estate,Kwee Liong Keng,77.0,Singapore,Singapore,Real estate,Real Estate,Singapore,False,M,1/1/1946 0:00,Kwee,Liong Keng,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836
2020,1.4,Real Estate,Kwee Liong Phing,65.0,Singapore,Singapore,Real estate,Real Estate,Singapore,False,M,1/1/1958 0:00,Kwee,Liong Phing,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836
2020,1.4,Real Estate,Kwee Liong Seen,70.0,Singapore,Singapore,Real estate,Real Estate,Singapore,False,M,1/1/1953 0:00,Kwee,Liong Seen,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836
2020,1.4,Real Estate,Kwee Liong Tek,76.0,Singapore,Singapore,Real estate,Real Estate,Singapore,False,M,1/1/1947 0:00,Kwee,Liong Tek,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836
2020,1.4,Diversified,Kwek Leng Keow,71.0,Singapore,Singapore,Diversified,Diversified,Singapore,False,M,1/1/1952 0:00,Kwek,Leng Keow,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836
2020,1.4,Diversified,Kwek Leng Peck,67.0,Singapore,Singapore,Diversified,Diversified,Singapore,False,M,1/1/1956 0:00,Kwek,Leng Peck,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836
2020,1.4,Real Estate,Raymond Kwok,69.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,M,4/10/1953 0:00,Kwok,Raymond,,,,,
2020,1.4,Diversified,Lee Ho-jin,60.0,South Korea,Seoul,Diversified,Diversified,South Korea,False,M,12/8/1962 0:00,Lee,Ho-jin,115.16,"$2,029,000,000,000 ",51709098.0,35.907757,127.766922
2020,1.4,Finance & Investments,Michael Lee-Chin,72.0,Canada,Burlington,Mutual funds,Finance & Investments,Canada,True,M,1/3/1951 0:00,Lee-Chin,Michael,116.76,"$1,736,425,629,520 ",36991981.0,56.130366,-106.346771
2020,1.4,Service,Manfredi Lefebvre d'Ovidio & family,69.0,Monaco,Monte Carlo,Cruises,Service,Italy,False,M,4/30/1953 0:00,Lefebvre d'Ovidio,Manfredi,,"$7,184,844,193 ",38964.0,43.7384176,7.4246158
2020,1.4,Fashion & Retail,Bernard Lewis & family,97.0,United Kingdom,London,Fashion retailer,Fashion & Retail,United Kingdom,True,M,2/10/1926 0:00,Lewis,Bernard,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
2020,1.4,Metals & Mining,Li Jinyang,,China,Chifeng,Mining,Metals & Mining,China,False,F,,Li,Jinyang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
2020,1.4,Automotive,William Li,48.0,China,Beijing,Electric vehicles,Automotive,China,True,M,1/1/1975 0:00,Li,William,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
2020,1.4,Manufacturing,Jenny Lindén Urnes,52.0,Sweden,Helsingborg,Powdered metal,Manufacturing,Sweden,False,F,3/29/1971 0:00,Lindén Urnes,Jenny,110.51,"$530,832,908,738 ",10285453.0,60.128161,18.643501
2020,1.4,Healthcare,Liu Fangyi,53.0,China,Shanghai,Medical equipment,Healthcare,China,True,M,,Liu,Fangyi,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
2020,1.4,Technology,K.C. Liu,69.0,Taiwan,Taipei,Manufacturing,Technology,Taiwan,True,M,3/20/1954 0:00,Liu,K.C.,,,,,
2020,1.4,Manufacturing,Liu Ming Chung,60.0,Hong Kong,Hong Kong,Paper,Manufacturing,Brazil,True,M,1/1/1963 0:00,Liu,Ming Chung,,,,,
2020,1.4,Metals & Mining,Anatoly Lomakin,70.0,Russia,Moscow,Investments,Metals & Mining,Russia,True,M,6/30/1952 0:00,Lomakin,Anatoly,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756
2020,1.4,Food & Beverage,Brandt Louie,79.0,Canada,Vancouver,Drugstores,Food & Beverage,Canada,False,M,7/5/1943 0:00,Louie,Brandt,116.76,"$1,736,425,629,520 ",36991981.0,56.130366,-106.346771
2020,1.4,Diversified,Lucia Maggi & family,90.0,Brazil,Rondonopolis,Agribusiness,Diversified,Brazil,True,F,7/20/1932 0:00,Maggi,Lucia,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528
2020,1.4,Media & Entertainment,Gary Magness,69.0,United States,Denver,"Cable TV, investments",Media & Entertainment,United States,False,M,2/26/1954 0:00,Magness,Gary,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
2020,1.4,Technology,Mao Lixiang & family,82.0,China,Ningbo,Cooking appliances,Technology,China,True,M,1/1/1941 0:00,Mao,Lixiang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
2020,1.4,Manufacturing,David McMurtry,82.0,United Kingdom,Wotton-under-Edge,Manufacturing,Manufacturing,United Kingdom,True,M,5/3/1940 0:00,McMurtry,David,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
2020,1.4,Manufacturing,Deepak Mehta,66.0,India,Vadodara,Chemicals,Manufacturing,India,False,M,12/12/1956 0:00,Mehta,Deepak,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
2020,1.4,Real Estate,Miao Shouliang,68.0,China,Shenzhen,Real estate,Real Estate,China,True,M,1/1/1955 0:00,Miao,Shouliang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
2020,1.4,Healthcare,Miao Yongjun,55.0,China,Zhengzhou,Clinical diagnostics,Healthcare,China,True,M,12/1/1967 0:00,Miao,Yongjun,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
2020,1.4,Real Estate,Yoshiko Mori,82.0,Japan,Tokyo,Real estate,Real Estate,Japan,False,F,9/24/1940 0:00,Mori,Yoshiko,105.48,"$5,081,769,542,380 ",126226568.0,36.204824,138.252924
2020,1.4,Technology,Marius Nacht,57.0,Israel,Tel Aviv,Software,Technology,Israel,True,M,1/1/1966 0:00,Nacht,Marius,108.15,"$395,098,666,122 ",9053300.0,31.046051,34.851612
2020,1.4,Healthcare,Tadako Nakatani,,Japan,Kobe,Medical diagnostic equipment,Healthcare,Japan,False,F,,Nakatani,Tadako,105.48,"$5,081,769,542,380 ",126226568.0,36.204824,138.252924
